homeid,year_month,consumo_kwh,uso_horario_pico,cantidad_equipos,tipo_inmueble,horas_alto_consumo,month_coverage,peak_coverage,peak_energy_share,complete_day_ratio,observed_kwh,source_member
82,2017-05,240.434992,False,8,Casa,4,0.978137,0.9805,0.236132,0.967742,235.178349,sensordata/home82_hall891_sensor3242c3246_electric-mains_electric-combined.csv.gz
82,2017-06,263.483084,False,8,Casa,5,0.951731,0.958727,0.249408,0.933333,250.765146,sensordata/home82_hall891_sensor3242c3246_electric-mains_electric-combined.csv.gz
82,2017-07,224.111987,True,8,Casa,4,0.993373,0.993141,0.252112,1.0,222.626776,sensordata/home82_hall891_sensor3242c3246_electric-mains_electric-combined.csv.gz
82,2017-08,275.83175,True,8,Casa,6,0.990624,0.977379,0.286799,0.967742,273.245416,sensordata/home82_hall891_sensor3242c3246_electric-mains_electric-combined.csv.gz
82,2017-09,285.342563,True,8,Casa,6,0.98551,0.979803,0.272125,0.966667,281.207958,sensordata/home82_hall891_sensor3242c3246_electric-mains_electric-combined.csv.gz
82,2017-10,273.816836,True,8,Casa,6,0.978721,0.969259,0.310563,0.935484,267.990316,sensordata/home82_hall891_sensor3242c3246_electric-mains_electric-combined.csv.gz
82,2017-11,332.78292,True,8,Casa,8,0.98936,0.983384,0.283269,1.0,329.241966,sensordata/home82_hall891_sensor3242c3246_electric-mains_electric-combined.csv.gz
82,2018-03,373.03207,True,8,Casa,9,0.909358,0.944982,0.303684,0.806452,339.219728,sensordata/home82_hall891_sensor3242c3246_electric-mains_electric-combined.csv.gz
82,2018-04,243.908882,False,8,Casa,4,0.945245,0.977803,0.241151,0.9,230.553647,sensordata/home82_hall891_sensor3242c3246_electric-mains_electric-combined.csv.gz
91,2017-08,171.103534,False,6,Departamento,3,0.963082,0.953096,0.230006,0.935484,164.786681,sensordata/home91_hall963_sensor3770c3774_electric-mains_electric-combined.csv.gz
91,2017-09,202.349954,True,6,Departamento,3,0.968846,0.979218,0.27858,1.0,196.046035,sensordata/home91_hall963_sensor3770c3774_electric-mains_electric-combined.csv.gz
91,2017-10,203.5711,False,6,Departamento,3,0.963268,0.966593,0.244963,0.903226,196.093619,sensordata/home91_hall963_sensor3770c3774_electric-mains_electric-combined.csv.gz
91,2017-11,203.210799,False,6,Departamento,3,0.960321,0.972914,0.242365,0.933333,195.147516,sensordata/home91_hall963_sensor3770c3774_electric-mains_electric-combined.csv.gz
92,2017-04,183.125161,False,11,Casa,3,0.971544,0.9804,0.239795,0.9,177.914077,sensordata/home92_utility971_sensor3843c3847_electric-mains_electric-combined.csv.gz
92,2017-07,108.44734,False,11,Casa,1,0.969147,0.977856,0.196368,0.870968,105.101361,sensordata/home92_utility971_sensor3843c3847_electric-mains_electric-combined.csv.gz
92,2017-08,197.957672,True,11,Casa,4,0.966363,0.964897,0.254667,0.806452,191.298921,sensordata/home92_utility971_sensor3843c3847_electric-mains_electric-combined.csv.gz
92,2017-10,200.020367,True,11,Casa,4,0.961212,0.97045,0.288337,0.806452,192.262008,sensordata/home92_utility971_sensor3843c3847_electric-mains_electric-combined.csv.gz
92,2017-11,222.151326,True,11,Casa,4,0.976693,0.976891,0.300286,0.933333,216.973709,sensordata/home92_utility971_sensor3843c3847_electric-mains_electric-combined.csv.gz
92,2018-04,179.323423,False,11,Casa,3,0.919511,0.951215,0.236018,0.8,164.889824,sensordata/home92_utility971_sensor3843c3847_electric-mains_electric-combined.csv.gz
92,2018-06,164.165891,True,11,Casa,2,0.916359,0.919667,0.268338,0.8,150.434859,sensordata/home92_utility971_sensor3843c3847_electric-mains_electric-combined.csv.gz
93,2017-03,151.968931,True,5,Departamento,2,0.943325,0.971629,0.31207,0.935484,143.356165,sensordata/home93_hall983_sensor3914c3937_electric-mains_electric-combined.csv.gz
93,2017-04,145.430611,True,5,Departamento,2,0.960619,0.963618,0.298113,0.9,139.703439,sensordata/home93_hall983_sensor3914c3937_electric-mains_electric-combined.csv.gz
93,2017-07,136.833039,True,5,Departamento,2,0.961711,0.970164,0.252773,0.870968,131.593903,sensordata/home93_hall983_sensor3914c3937_electric-mains_electric-combined.csv.gz
93,2017-08,210.886233,True,5,Departamento,4,0.974052,0.972693,0.299783,0.903226,205.414246,sensordata/home93_hall983_sensor3914c3937_electric-mains_electric-combined.csv.gz
93,2017-09,193.929804,True,5,Departamento,3,0.983937,0.995322,0.349234,0.966667,190.814657,sensordata/home93_hall983_sensor3914c3937_electric-mains_electric-combined.csv.gz
93,2017-10,210.373459,True,5,Departamento,3,0.96415,0.974801,0.339364,0.870968,202.831625,sensordata/home93_hall983_sensor3914c3937_electric-mains_electric-combined.csv.gz
93,2017-11,178.098815,True,5,Departamento,3,0.971077,0.988498,0.369409,0.966667,172.947691,sensordata/home93_hall983_sensor3914c3937_electric-mains_electric-combined.csv.gz
94,2017-03,182.902498,False,10,Departamento,3,0.940556,0.971456,0.246305,0.935484,172.029961,sensordata/home94_hall990_sensor3991c3995_electric-mains_electric-combined.csv.gz
94,2017-04,166.536074,True,10,Departamento,2,0.926162,0.955218,0.270462,0.866667,154.239454,sensordata/home94_hall990_sensor3991c3995_electric-mains_electric-combined.csv.gz
94,2017-05,172.475985,True,10,Departamento,2,0.935602,0.95556,0.253759,0.83871,161.368851,sensordata/home94_hall990_sensor3991c3995_electric-mains_electric-combined.csv.gz
94,2017-06,166.705733,False,10,Departamento,2,0.924788,0.937766,0.236412,0.9,154.167494,sensordata/home94_hall990_sensor3991c3995_electric-mains_electric-combined.csv.gz
94,2017-08,180.932718,False,10,Departamento,2,0.963911,0.955143,0.183531,0.935484,174.40309,sensordata/home94_hall990_sensor3991c3995_electric-mains_electric-combined.csv.gz
96,2017-03,505.251381,True,15,Casa,10,0.968536,0.98239,0.349012,0.935484,489.353945,sensordata/home96_livingroom997_sensor4121c4125_electric-mains_electric-combined.csv.gz
96,2017-04,402.523544,True,15,Casa,8,0.993073,0.98919,0.310015,1.0,399.735385,sensordata/home96_livingroom997_sensor4121c4125_electric-mains_electric-combined.csv.gz
96,2017-05,380.887795,True,15,Casa,7,0.985213,0.984745,0.281336,0.967742,375.255536,sensordata/home96_livingroom997_sensor4121c4125_electric-mains_electric-combined.csv.gz
96,2017-06,388.96308,True,15,Casa,8,0.9486,0.949752,0.270111,0.933333,368.970198,sensordata/home96_livingroom997_sensor4121c4125_electric-mains_electric-combined.csv.gz
96,2017-07,275.779228,False,15,Casa,4,0.991891,0.992849,0.231895,1.0,273.543052,sensordata/home96_livingroom997_sensor4121c4125_electric-mains_electric-combined.csv.gz
96,2018-04,442.203898,True,15,Casa,8,0.923173,0.955468,0.317421,0.9,408.230628,sensordata/home96_livingroom997_sensor4121c4125_electric-mains_electric-combined.csv.gz
96,2018-06,366.455214,True,15,Casa,7,0.902384,0.918796,0.25636,0.8,330.683417,sensordata/home96_livingroom997_sensor4121c4125_electric-mains_electric-combined.csv.gz
97,2017-04,318.782644,True,9,Departamento,8,0.92196,0.941012,0.299035,0.8,293.904807,sensordata/home97_hall1010_sensor4238c4242_electric-mains_electric-combined.csv.gz
97,2017-05,304.253042,True,9,Departamento,7,0.975916,0.996519,0.307314,0.806452,296.925478,sensordata/home97_hall1010_sensor4238c4242_electric-mains_electric-combined.csv.gz
97,2017-06,293.22357,True,9,Departamento,7,0.925526,0.931468,0.284682,0.8,271.385994,sensordata/home97_hall1010_sensor4238c4242_electric-mains_electric-combined.csv.gz
97,2017-09,332.907402,True,9,Departamento,7,0.910904,0.912736,0.33363,0.8,303.246791,sensordata/home97_hall1010_sensor4238c4242_electric-mains_electric-combined.csv.gz
97,2017-10,368.108402,True,9,Departamento,8,0.940185,0.958295,0.352166,0.806452,346.089837,sensordata/home97_hall1010_sensor4238c4242_electric-mains_electric-combined.csv.gz
97,2018-04,348.764958,True,9,Departamento,8,0.940219,0.97203,0.313209,0.9,327.915353,sensordata/home97_hall1010_sensor4238c4242_electric-mains_electric-combined.csv.gz
98,2017-06,84.240883,False,4,Departamento,1,0.907346,0.923278,0.232432,0.8,76.435666,sensordata/home98_hall1019_sensor4306c4310_electric-mains_electric-combined.csv.gz
98,2017-08,95.893383,False,4,Departamento,1,0.946017,0.950287,0.243571,0.806452,90.716809,sensordata/home98_hall1019_sensor4306c4310_electric-mains_electric-combined.csv.gz
98,2017-09,82.814687,False,4,Departamento,1,0.947522,0.954192,0.216488,0.866667,78.468737,sensordata/home98_hall1019_sensor4306c4310_electric-mains_electric-combined.csv.gz
98,2017-10,86.043553,False,4,Departamento,1,0.944101,0.948972,0.243446,0.806452,81.233776,sensordata/home98_hall1019_sensor4306c4310_electric-mains_electric-combined.csv.gz
98,2017-11,95.992451,True,4,Departamento,1,0.96081,0.97212,0.296497,1.0,92.230488,sensordata/home98_hall1019_sensor4306c4310_electric-mains_electric-combined.csv.gz
98,2018-04,94.035291,False,4,Departamento,1,0.921524,0.957662,0.247636,0.866667,86.655734,sensordata/home98_hall1019_sensor4306c4310_electric-mains_electric-combined.csv.gz
100,2017-10,171.142279,False,11,Departamento,0,0.940808,0.936483,0.196961,0.870968,161.011958,sensordata/home100_livingroom1038_sensor4472_electric-mains_electric-combined.csv.gz
100,2018-06,156.798233,False,11,Departamento,1,0.904441,0.922028,0.200133,0.866667,141.814746,sensordata/home100_livingroom1038_sensor4472_electric-mains_electric-combined.csv.gz
101,2017-04,121.794301,True,6,Casa,2,0.944573,0.957104,0.25284,0.833333,115.043551,sensordata/home101_hall1045_sensor4512c4517_electric-mains_electric-combined.csv.gz
101,2017-05,120.416514,True,6,Casa,2,0.938931,0.946799,0.299828,0.83871,113.062762,sensordata/home101_hall1045_sensor4512c4517_electric-mains_electric-combined.csv.gz
101,2017-06,102.792196,True,6,Casa,2,0.909098,0.917581,0.290754,0.833333,93.448139,sensordata/home101_hall1045_sensor4512c4517_electric-mains_electric-combined.csv.gz
101,2017-07,119.907451,True,6,Casa,2,0.942964,0.941046,0.282647,0.870968,113.06842,sensordata/home101_hall1045_sensor4512c4517_electric-mains_electric-combined.csv.gz
101,2017-08,107.752453,True,6,Casa,1,0.947988,0.940197,0.280292,0.806452,102.14803,sensordata/home101_hall1045_sensor4512c4517_electric-mains_electric-combined.csv.gz
101,2017-11,111.921539,True,6,Casa,2,0.955037,0.964979,0.2716,0.9,106.889215,sensordata/home101_hall1045_sensor4512c4517_electric-mains_electric-combined.csv.gz
105,2017-05,133.664064,False,8,Departamento,1,0.961251,0.969825,0.212099,0.967742,128.484732,sensordata/home105_hall1111_sensor5093c5097_electric-mains_electric-combined.csv.gz
105,2017-06,128.80727,False,8,Departamento,1,0.932821,0.937363,0.236552,0.933333,120.154125,sensordata/home105_hall1111_sensor5093c5097_electric-mains_electric-combined.csv.gz
105,2017-07,147.329379,False,8,Departamento,1,0.976608,0.976631,0.231665,0.967742,143.883002,sensordata/home105_hall1111_sensor5093c5097_electric-mains_electric-combined.csv.gz
105,2017-08,136.505035,False,8,Departamento,1,0.967587,0.951407,0.248581,0.967742,132.080547,sensordata/home105_hall1111_sensor5093c5097_electric-mains_electric-combined.csv.gz
105,2017-09,136.602053,False,8,Departamento,1,0.939255,0.955343,0.248527,0.833333,128.30411,sensordata/home105_hall1111_sensor5093c5097_electric-mains_electric-combined.csv.gz
105,2017-10,148.315581,True,8,Departamento,1,0.967981,0.964292,0.276396,0.935484,143.566607,sensordata/home105_hall1111_sensor5093c5097_electric-mains_electric-combined.csv.gz
105,2017-11,185.244492,True,8,Departamento,2,0.975318,0.990433,0.279478,0.966667,180.67234,sensordata/home105_hall1111_sensor5093c5097_electric-mains_electric-combined.csv.gz
105,2018-04,189.138162,False,8,Departamento,2,0.912711,0.951602,0.222978,0.8,172.628414,sensordata/home105_hall1111_sensor5093c5097_electric-mains_electric-combined.csv.gz
107,2017-05,206.774136,True,14,Casa,3,0.959796,0.965909,0.304967,0.870968,198.460942,sensordata/home107_hall1076_sensor4745c4749_electric-mains_electric-combined.csv.gz
107,2017-07,188.131441,True,14,Casa,3,0.959433,0.953035,0.288764,0.83871,180.499488,sensordata/home107_hall1076_sensor4745c4749_electric-mains_electric-combined.csv.gz
107,2017-08,183.220412,True,14,Casa,4,0.957492,0.947137,0.28931,0.870968,175.432108,sensordata/home107_hall1076_sensor4745c4749_electric-mains_electric-combined.csv.gz
107,2017-09,218.853234,True,14,Casa,4,0.966615,0.956671,0.302786,0.933333,211.546896,sensordata/home107_hall1076_sensor4745c4749_electric-mains_electric-combined.csv.gz
107,2017-10,220.406568,True,14,Casa,4,0.96677,0.957852,0.327317,0.903226,213.082529,sensordata/home107_hall1076_sensor4745c4749_electric-mains_electric-combined.csv.gz
107,2017-11,221.433123,True,14,Casa,4,0.979152,0.974417,0.300652,0.966667,216.816686,sensordata/home107_hall1076_sensor4745c4749_electric-mains_electric-combined.csv.gz
107,2018-04,206.344433,False,14,Casa,4,0.928316,0.968449,0.244634,0.833333,191.552832,sensordata/home107_hall1076_sensor4745c4749_electric-mains_electric-combined.csv.gz
109,2017-05,440.379865,True,9,Casa,9,0.976741,0.970076,0.270471,0.903226,430.13689,sensordata/home109_kitchen1091_sensor4999c5015_electric-mains_electric-combined.csv.gz
109,2017-06,380.631194,True,9,Casa,8,0.94392,0.943046,0.26109,0.9,359.285303,sensordata/home109_kitchen1091_sensor4999c5015_electric-mains_electric-combined.csv.gz
109,2017-07,514.717277,True,9,Casa,12,0.983142,0.97381,0.301107,1.0,506.04007,sensordata/home109_kitchen1091_sensor4999c5015_electric-mains_electric-combined.csv.gz
109,2017-09,433.815893,True,9,Casa,9,0.974949,0.959537,0.312768,0.866667,422.948403,sensordata/home109_kitchen1091_sensor4999c5015_electric-mains_electric-combined.csv.gz
110,2017-06,263.240119,True,7,Casa,4,0.90857,0.922708,0.268243,0.8,239.172132,sensordata/home110_hall1094_sensor4956c4960_electric-mains_electric-combined.csv.gz
110,2017-07,194.445559,True,7,Casa,3,0.958884,0.967823,0.274179,0.935484,186.45067,sensordata/home110_hall1094_sensor4956c4960_electric-mains_electric-combined.csv.gz
110,2017-08,251.095506,True,7,Casa,4,0.935898,0.943284,0.307156,0.806452,234.999669,sensordata/home110_hall1094_sensor4956c4960_electric-mains_electric-combined.csv.gz
110,2017-09,260.155229,True,7,Casa,4,0.959549,0.966053,0.260279,1.0,249.631589,sensordata/home110_hall1094_sensor4956c4960_electric-mains_electric-combined.csv.gz
110,2017-10,309.444873,True,7,Casa,6,0.961893,0.962195,0.296585,0.903226,297.652739,sensordata/home110_hall1094_sensor4956c4960_electric-mains_electric-combined.csv.gz
110,2017-11,320.783311,True,7,Casa,6,0.963353,0.9754,0.34223,0.933333,309.027567,sensordata/home110_hall1094_sensor4956c4960_electric-mains_electric-combined.csv.gz
110,2018-04,288.031604,True,7,Casa,5,0.927825,0.970475,0.264663,0.9,267.24299,sensordata/home110_hall1094_sensor4956c4960_electric-mains_electric-combined.csv.gz
113,2017-07,308.831981,False,12,Casa,6,0.978681,0.976387,0.215032,1.0,302.24797,sensordata/home113_hall1201_sensor5922c5924_electric-mains_electric-combined.csv.gz
113,2017-09,311.716108,False,12,Casa,6,0.979419,0.975296,0.245735,0.933333,305.300552,sensordata/home113_hall1201_sensor5922c5924_electric-mains_electric-combined.csv.gz
114,2017-07,202.5211,True,9,Departamento,3,0.951758,0.963125,0.26699,0.935484,192.751029,sensordata/home114_hall1141_sensor5356c5360_electric-mains_electric-combined.csv.gz
114,2017-08,204.566072,True,9,Departamento,3,0.94394,0.949382,0.3061,0.870968,193.098182,sensordata/home114_hall1141_sensor5356c5360_electric-mains_electric-combined.csv.gz
114,2017-10,177.663619,True,9,Departamento,2,0.969467,0.972417,0.28513,0.935484,172.239049,sensordata/home114_hall1141_sensor5356c5360_electric-mains_electric-combined.csv.gz
114,2017-11,214.150298,True,9,Departamento,3,0.975655,0.984544,0.307366,1.0,208.936747,sensordata/home114_hall1141_sensor5356c5360_electric-mains_electric-combined.csv.gz
114,2018-04,204.30233,True,9,Departamento,3,0.916478,0.958986,0.295928,0.9,187.238514,sensordata/home114_hall1141_sensor5356c5360_electric-mains_electric-combined.csv.gz
116,2017-07,202.624479,False,7,Departamento,4,0.961988,0.971275,0.19929,1.0,194.922343,sensordata/home116_kitchen1156_sensor5497c5501_electric-mains_electric-combined.csv.gz
116,2017-08,246.665418,True,7,Departamento,4,0.970087,0.961508,0.255682,0.967742,239.286821,sensordata/home116_kitchen1156_sensor5497c5501_electric-mains_electric-combined.csv.gz
116,2017-09,235.418642,True,7,Departamento,4,0.97948,0.991606,0.257102,1.0,230.587837,sensordata/home116_kitchen1156_sensor5497c5501_electric-mains_electric-combined.csv.gz
116,2017-10,261.62554,True,7,Departamento,5,0.978875,0.977565,0.259471,0.935484,256.098725,sensordata/home116_kitchen1156_sensor5497c5501_electric-mains_electric-combined.csv.gz
116,2017-11,267.571414,True,7,Departamento,5,0.983358,0.989065,0.255052,1.0,263.118497,sensordata/home116_kitchen1156_sensor5497c5501_electric-mains_electric-combined.csv.gz
116,2018-04,199.597839,False,7,Departamento,3,0.928522,0.969694,0.246608,0.833333,185.330983,sensordata/home116_kitchen1156_sensor5497c5501_electric-mains_electric-combined.csv.gz
117,2017-08,236.597188,False,5,Departamento,2,0.964053,0.935466,0.207716,0.806452,228.092269,sensordata/home117_hall1198_sensor5867c5871_electric-mains_electric-combined.csv.gz
117,2017-10,265.877825,True,5,Departamento,4,0.94803,0.917245,0.30336,0.83871,252.060208,sensordata/home117_hall1198_sensor5867c5871_electric-mains_electric-combined.csv.gz
117,2017-11,292.898312,True,5,Departamento,5,0.974432,0.963352,0.328989,0.9,285.40963,sensordata/home117_hall1198_sensor5867c5871_electric-mains_electric-combined.csv.gz
118,2017-08,245.786479,False,6,Departamento,3,0.92766,0.912121,0.165733,0.806452,228.006236,sensordata/home118_hall1162_sensor5540c5544_electric-mains_electric-combined.csv.gz
118,2017-10,232.497294,True,6,Departamento,2,0.965814,0.957092,0.313629,0.935484,224.549128,sensordata/home118_hall1162_sensor5540c5544_electric-mains_electric-combined.csv.gz
118,2017-11,189.782132,True,6,Departamento,2,0.969457,0.979296,0.411813,1.0,183.98565,sensordata/home118_hall1162_sensor5540c5544_electric-mains_electric-combined.csv.gz
119,2017-07,214.467269,False,12,Departamento,3,0.991895,0.993405,0.207033,1.0,212.728966,sensordata/home119_hall1210_sensor5991c5995_electric-mains_electric-combined.csv.gz
119,2017-08,257.134321,False,12,Departamento,4,0.993693,0.98147,0.187947,0.967742,255.512639,sensordata/home119_hall1210_sensor5991c5995_electric-mains_electric-combined.csv.gz
119,2017-09,263.196707,False,12,Departamento,4,0.995463,0.996785,0.20603,1.0,262.002675,sensordata/home119_hall1210_sensor5991c5995_electric-mains_electric-combined.csv.gz
119,2017-10,286.327254,False,12,Departamento,5,0.975644,0.954465,0.226047,0.903226,279.353552,sensordata/home119_hall1210_sensor5991c5995_electric-mains_electric-combined.csv.gz
119,2017-11,272.993093,False,12,Departamento,5,0.993989,0.994313,0.238355,1.0,271.352185,sensordata/home119_hall1210_sensor5991c5995_electric-mains_electric-combined.csv.gz
119,2018-04,252.501698,False,12,Departamento,5,0.95153,0.98459,0.218027,0.9,240.262964,sensordata/home119_hall1210_sensor5991c5995_electric-mains_electric-combined.csv.gz
119,2018-06,191.793304,False,12,Departamento,3,0.936917,0.9551,0.200226,0.866667,179.694491,sensordata/home119_hall1210_sensor5991c5995_electric-mains_electric-combined.csv.gz
120,2017-07,145.445817,False,7,Casa,1,0.98517,0.972784,0.185597,0.967742,143.288892,sensordata/home120_hall1172_sensor5622c5626_electric-mains_electric-combined.csv.gz
120,2017-08,143.253313,False,7,Casa,1,0.98727,0.975829,0.176165,0.967742,141.429647,sensordata/home120_hall1172_sensor5622c5626_electric-mains_electric-combined.csv.gz
120,2017-09,128.797552,False,7,Casa,0,0.977965,0.984979,0.20612,0.966667,125.959434,sensordata/home120_hall1172_sensor5622c5626_electric-mains_electric-combined.csv.gz
120,2017-10,140.689686,False,7,Casa,1,0.973323,0.97515,0.217334,0.935484,136.936545,sensordata/home120_hall1172_sensor5622c5626_electric-mains_electric-combined.csv.gz
120,2017-11,158.357293,False,7,Casa,2,0.983115,0.992229,0.24984,1.0,155.683426,sensordata/home120_hall1172_sensor5622c5626_electric-mains_electric-combined.csv.gz
120,2018-03,197.551946,False,7,Casa,3,0.918711,0.957036,0.238274,0.83871,181.493133,sensordata/home120_hall1172_sensor5622c5626_electric-mains_electric-combined.csv.gz
120,2018-04,150.329913,False,7,Casa,2,0.951087,0.983113,0.202455,0.9,142.976796,sensordata/home120_hall1172_sensor5622c5626_electric-mains_electric-combined.csv.gz
121,2017-07,131.526127,False,7,Departamento,1,0.948224,0.971313,0.164139,0.83871,124.716272,sensordata/home121_hall1174_sensor5648c5652_electric-mains_electric-combined.csv.gz
122,2017-07,379.192211,False,10,Departamento,8,0.979016,0.968022,0.212428,0.935484,371.235178,sensordata/home122_hall1218_sensor6049c6053_electric-mains_electric-combined.csv.gz
122,2017-08,512.696841,True,10,Departamento,11,0.977532,0.951548,0.319711,0.935484,501.177624,sensordata/home122_hall1218_sensor6049c6053_electric-mains_electric-combined.csv.gz
122,2017-09,488.840785,True,10,Departamento,11,0.974505,0.952141,0.280521,0.9,476.377797,sensordata/home122_hall1218_sensor6049c6053_electric-mains_electric-combined.csv.gz
122,2017-10,501.067832,True,10,Departamento,10,0.973082,0.948472,0.299269,0.83871,487.580289,sensordata/home122_hall1218_sensor6049c6053_electric-mains_electric-combined.csv.gz
122,2018-03,505.024581,False,10,Departamento,13,0.918975,0.955703,0.170494,0.806452,464.104902,sensordata/home122_hall1218_sensor6049c6053_electric-mains_electric-combined.csv.gz
122,2018-04,500.002503,False,10,Departamento,10,0.952282,0.985502,0.174612,0.933333,476.143202,sensordata/home122_hall1218_sensor6049c6053_electric-mains_electric-combined.csv.gz
122,2018-06,460.138041,False,10,Departamento,7,0.943524,0.96225,0.207959,0.866667,434.151071,sensordata/home122_hall1218_sensor6049c6053_electric-mains_electric-combined.csv.gz
123,2017-07,234.951126,True,10,Departamento,3,0.99522,0.990824,0.301178,1.0,233.828038,sensordata/home123_hall1226_sensor6139c6143_electric-mains_electric-combined.csv.gz
123,2017-08,272.31619,True,10,Departamento,4,0.957894,0.943613,0.316012,0.903226,260.850116,sensordata/home123_hall1226_sensor6139c6143_electric-mains_electric-combined.csv.gz
123,2017-09,256.428763,True,10,Departamento,4,0.976836,0.98106,0.382331,1.0,250.488757,sensordata/home123_hall1226_sensor6139c6143_electric-mains_electric-combined.csv.gz
123,2017-10,328.124931,True,10,Departamento,6,0.988088,0.982119,0.317338,0.935484,324.216305,sensordata/home123_hall1226_sensor6139c6143_electric-mains_electric-combined.csv.gz
123,2017-11,371.622515,True,10,Departamento,8,0.947674,0.934275,0.304006,0.933333,352.176994,sensordata/home123_hall1226_sensor6139c6143_electric-mains_electric-combined.csv.gz
123,2018-04,276.129136,True,10,Departamento,5,0.946937,0.972641,0.29822,0.9,261.476927,sensordata/home123_hall1226_sensor6139c6143_electric-mains_electric-combined.csv.gz
123,2018-06,291.125558,True,10,Departamento,4,0.945745,0.965576,0.303786,0.866667,275.330649,sensordata/home123_hall1226_sensor6139c6143_electric-mains_electric-combined.csv.gz
124,2017-07,239.687517,False,9,Departamento,4,0.973429,0.976288,0.21115,1.0,233.318849,sensordata/home124_hall1237_sensor6211c6215_electric-mains_electric-combined.csv.gz
124,2017-08,227.224318,False,9,Departamento,3,0.972771,0.954931,0.121666,0.967742,221.037155,sensordata/home124_hall1237_sensor6211c6215_electric-mains_electric-combined.csv.gz
124,2017-09,232.685508,False,9,Departamento,4,0.966657,0.972032,0.223785,0.933333,224.92717,sensordata/home124_hall1237_sensor6211c6215_electric-mains_electric-combined.csv.gz
124,2017-10,270.44658,False,9,Departamento,5,0.959472,0.960385,0.248989,0.935484,259.48593,sensordata/home124_hall1237_sensor6211c6215_electric-mains_electric-combined.csv.gz
124,2017-11,248.496363,False,9,Departamento,4,0.971385,0.991356,0.244526,1.0,241.385743,sensordata/home124_hall1237_sensor6211c6215_electric-mains_electric-combined.csv.gz
124,2018-04,221.931082,False,9,Departamento,4,0.918447,0.956609,0.095336,0.9,203.831969,sensordata/home124_hall1237_sensor6211c6215_electric-mains_electric-combined.csv.gz
125,2017-07,103.45928,True,8,Departamento,1,0.969099,0.961064,0.274025,0.935484,100.262294,sensordata/home125_hall1244_sensor6266c6270_electric-mains_electric-combined.csv.gz
125,2017-08,131.737446,True,8,Departamento,2,0.970108,0.964619,0.291923,0.967742,127.799487,sensordata/home125_hall1244_sensor6266c6270_electric-mains_electric-combined.csv.gz
125,2017-09,144.426724,True,8,Departamento,2,0.966448,0.979153,0.305362,0.966667,139.580907,sensordata/home125_hall1244_sensor6266c6270_electric-mains_electric-combined.csv.gz
125,2017-11,173.42952,True,8,Departamento,2,0.976368,0.990963,0.300212,1.0,169.33111,sensordata/home125_hall1244_sensor6266c6270_electric-mains_electric-combined.csv.gz
125,2018-04,166.894932,True,8,Departamento,3,0.939586,0.977421,0.274581,0.9,156.812211,sensordata/home125_hall1244_sensor6266c6270_electric-mains_electric-combined.csv.gz
125,2018-06,138.080102,False,8,Departamento,2,0.915383,0.944792,0.219742,0.8,126.396192,sensordata/home125_hall1244_sensor6266c6270_electric-mains_electric-combined.csv.gz
126,2018-04,260.30301,False,12,Casa,3,0.931386,0.956759,0.198808,0.8,242.442527,sensordata/home126_hall1183_sensor5718c5722_electric-mains_electric-combined.csv.gz
129,2017-07,273.303275,True,9,Casa,3,0.972475,0.958808,0.260296,0.83871,265.780701,sensordata/home129_hall1190_sensor5809c5811_electric-mains_electric-combined.csv.gz
129,2017-08,276.458408,False,9,Casa,4,0.978474,0.956971,0.249855,0.935484,270.507492,sensordata/home129_hall1190_sensor5809c5811_electric-mains_electric-combined.csv.gz
135,2017-07,123.355692,False,8,Departamento,0,0.962237,0.957406,0.224275,0.83871,118.697384,sensordata/home135_hall1281_sensor6562c6566_electric-mains_electric-combined.csv.gz
135,2017-08,140.993427,False,8,Departamento,1,0.985927,0.966803,0.204067,0.967742,139.009286,sensordata/home135_hall1281_sensor6562c6566_electric-mains_electric-combined.csv.gz
135,2017-11,163.636172,True,8,Departamento,1,0.986799,0.98216,0.267602,0.966667,161.476074,sensordata/home135_hall1281_sensor6562c6566_electric-mains_electric-combined.csv.gz
135,2018-03,180.4255,True,8,Departamento,1,0.912186,0.939559,0.271876,0.806452,164.581675,sensordata/home135_hall1281_sensor6562c6566_electric-mains_electric-combined.csv.gz
135,2018-04,167.272693,True,8,Departamento,2,0.950454,0.982669,0.267457,0.9,158.98495,sensordata/home135_hall1281_sensor6562c6566_electric-mains_electric-combined.csv.gz
135,2018-06,132.259604,True,8,Departamento,1,0.939,0.953197,0.27168,0.833333,124.191717,sensordata/home135_hall1281_sensor6562c6566_electric-mains_electric-combined.csv.gz
136,2017-07,314.835604,False,10,Departamento,6,0.993769,0.996198,0.192936,1.0,312.873759,sensordata/home136_hall1287_sensor6597c6601_electric-mains_electric-combined.csv.gz
136,2017-08,301.811809,False,10,Departamento,6,0.991915,0.979673,0.181756,0.967742,299.371533,sensordata/home136_hall1287_sensor6597c6601_electric-mains_electric-combined.csv.gz
136,2017-09,293.375979,False,10,Departamento,6,0.996769,0.996942,0.203722,1.0,292.428054,sensordata/home136_hall1287_sensor6597c6601_electric-mains_electric-combined.csv.gz
136,2017-10,267.045555,False,10,Departamento,4,0.986348,0.98101,0.206676,0.935484,263.399716,sensordata/home136_hall1287_sensor6597c6601_electric-mains_electric-combined.csv.gz
136,2017-11,285.840126,False,10,Departamento,6,0.993467,0.996345,0.193294,1.0,283.972791,sensordata/home136_hall1287_sensor6597c6601_electric-mains_electric-combined.csv.gz
